,Title,Budget,Revenue,Rating
7331,Blackbird Blackbird Blackberry,,"$5,089",7.2
7332,"Zoran, My Nephew the Idiot","€1,400,000 (estimated)","$835,486",6.5
7333,Shenandoah,,,7.3
7334,Jackass 3D,"$20,000,000 (estimated)","$171,685,792",7.0
7335,An Orange from Jaffa (Shor,,,7.8
7336,Mountains May Depart,,"$5,215,660",6.9
7337,Woody Woodpecker Goes to Camp,"$15,000,000 (estimated)",,4.6
7338,Beginning of the Great Revival,,"$58,320,429",3.1
7339,Along Came Jones,,,6.4
7340,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack","$9,400,000 (estimated)","$18,623,382",7.0
7341,The Disappearance of Haruhi Suzumiya,,"$7,701,498",8.0
7342,Soodhu Kavvum,"₹70,000,000 (estimated)",,8.3
7343,The Last Station,"$18,000,000 (estimated)","$20,554,320",6.9
7344,Return of the Fly,"$225,000 (estimated)",,5.7
7345,I Saw the Light,"$13,000,000 (estimated)","$1,767,963",5.8
7346,They Came Back,,,5.8
7347,Maryan,"₹300,000,000 (estimated)","$38,796",7.1
7348,The Hunger Games: Mockingjay - Part 1,"$125,000,000 (estimated)","$759,159,711",6.6
7349,Birdemic 2: The Resurrection,"$300,000 (estimated)",,1.5
7350,The Crush,"$6,000,000 (estimated)","$13,609,396",5.8
7351,Masterminds,"$25,000,000 (estimated)","$29,674,699",5.8
7352,Keep 'Em Flying,,,6.5
7353,Some Like It Hot,"$2,883,848 (estimated)","$200,371",8.2
7354,Middle School: The Worst Years of My Life,"$8,500,000 (estimated)","$23,316,139",6.1
7355,What Becomes of the Broken Hearted?,,,6.3
7356,In the Year of the Pig,,,7.4
7357,Baby's Day Out,"$48,000,000 (estimated)","$16,827,402",6.2
7358,Victoria (TV Series 201,,,8.2
7359,Sleeping Dogs Lie,,"$638,627",5.9
7360,A Kiss Before Dying,"$15,000,000 (estimated)","$15,429,177",5.7
7361,The Guardian Brothers,,"$11,902,156",5.4
7362,The Good Night,"$15,000,000 (estimated)","$508,084",5.7
7363,Arrival,"$47,000,000 (estimated)","$203,389,228",7.9
7364,Deal or No Deal Island (TV Series ,,,6.2
7365,The Monolith Monsters,,,6.3
7366,The Next Three Days,"$30,000,000 (estimated)","$67,448,651",7.3
7367,The Fifth Cord,,,6.6
7368,ABC Afterschool Specials (TV Series 197,,,7.1
7369,All About Steve,"$15,000,000 (estimated)","$40,105,542",4.8
7370,A Heart in Winter,,"$1,605,437",7.6
7371,Dragon Ball Z: Cooler's Revenge,,"$16,331,742",7.0
7372,Snow White and the Seven Dwarfs,"$1,499,000 (estimated)","$184,960,747",7.6
7373,De passievrucht,"€1,600,000 (estimated)","$779,462",6.7
7374,Kelly's Heroes,"$4,000,000 (estimated)","$5,200,000",7.6
7375,A Futile and Stupid Gesture,"$30,000,000 (estimated)",,6.7
7376,CQ,"$7,000,000 (estimated)","$499,891",6.2
7377,A Few Best Men,"A$14,000,000 (estimated)","$15,521,362",5.7
7378,Jesse Stone: Night Passage (TV Movi,,,7.2
7379,Love Without Fear,,,7.1
7380,De gelukkige huisvrouw,"€1,800,000 (estimated)","$4,800,327",6.7
7381,Soldier of Orange,"NLG 5,000,000 (estimated)",,7.6
7382,Trust the Man,"$9,000,000 (estimated)","$7,353,118",5.7
7383,Aliens Abducted My Parents and Now I Feel Kinda Left Out,,,5.6
7384,Friendly Persuasion,"$3,000,000 (estimated)",,7.3
7385,Viva Italia!,,,7.0
7386,Dance Flick,"$25,000,000 (estimated)","$31,439,140",3.6
7387,Something Wicked This Way Comes,"$19,000,000 (estimated)","$8,400,000",6.7
7388,The Cincinnati Kid,,,7.2
7389,The Quiet American,"$30,000,000 (estimated)","$27,674,124",7.0
7390,The Changeling (TV Series ,,,5.8
7391,Enthiran,"₹1,900,000,000 (estimated)","$3,889,511",7.1
7392,Molly's Game,"$30,000,000 (estimated)","$59,284,015",7.4
7393,Set It Off,"$9,000,000 (estimated)","$41,590,886",6.9
7394,Narrow Margin,,"$10,873,237",6.6
7395,Wallace & Gromit: The Curse of the Were-Rabbit,"$30,000,000 (estimated)","$192,652,752",7.5
7396,The People That Time Forgot,,,5.4
7397,Boys and Girls,"$35,000,000 (estimated)","$25,850,615",5.4
7398,The Nut Job,"$42,000,000 (estimated)","$120,885,527",5.7
7399,The Butcher's Wife,,"$9,689,816",5.4
7400,Bad Genius,"THB 60,000,000 (estimated)","$44,560,421",7.6
7401,The Parades,,,6.6
7402,"When I Grow Up, I'll Be a Kangaroo",,"$13,793",8.4
7403,The Characters (TV Serie,,,5.4
7404,Comfortably Numb (TV Movi,,,7.7
7405,The Nice Guys,"$50,000,000 (estimated)","$71,261,763",7.4
7406,That Cold Day in the Park,"$500,000 (estimated)",,7.0
7407,Hamsun,"SEK 40,000,000 (estimated)","$50,000",7.2
7408,Ivan's Childhood,,"$87,135",8.0
7409,Pokémon Ranger and the Temple of the Sea,,"$27,638,625",5.9
7410,Relax... It's Just Sex,,,6.7
7411,Blackfish,"$1,500,000 (estimated)","$2,303,417",8.1
7412,A Hologram for the King,"$30,000,000 (estimated)","$9,169,507",6.1
7413,I Can Do Bad All by Myself,"$13,000,000 (estimated)","$51,733,921",4.7
7414,Acts of Violence,,"$386,790",5.3
7415,Satyagraha,,"$1,223,419",5.9
7416,Gorky Park,"$15,000,000 (estimated)","$15,856,028",6.7
7417,The Young in Heart,,,7.3
7418,Jarhead,"$72,000,000 (estimated)","$97,076,152",7.0
7419,Listen to Your Heart,,"$23,148",6.9
7420,Toad Road,,,5.0
7421,Swimming Upstream,,"$791,154",7.0
7422,Winter Light,,"$8,894",8.0
7423,The Call of the Wild,"$135,000,000 (estimated)","$111,166,669",6.7
7424,The Fast and the Furious,"$38,000,000 (estimated)","$207,517,995",6.8
7425,A Kid Like Jake,,"$60,784",5.6
7426,Prospero's Books,"£1,500,000 (estimated)","$1,750,301",6.8
7427,The Last King of Scotland,"$6,000,000 (estimated)","$48,618,191",7.6
7428,Laurel Canyon,,"$4,412,203",6.4
7429,April Fool's Day,"$5,000,000 (estimated)","$12,947,763",6.1
7430,Union Pacific,"$1,000,000 (estimated)",,7.1
7431,Morris from America,,"$91,151",6.3
7432,Let Him Have It,,"$88,686",7.2
7433,Blood Glacier,,"$128,148",5.4
7434,The Rewrite,,"$4,453,524",6.3
7435,Arachnophobia,"$22,000,000 (estimated)","$53,208,180",6.5
7436,The Shakiest Gun in the West,,,6.3
7437,Same Old Song,"€7,900,000 (estimated)",,7.3
7438,Fido,"$8,000,000 (estimated)","$426,224",6.7
7439,Pusher II,,"$35,718",7.3
7440,The Flintstones,"$46,000,000 (estimated)","$341,631,208",5.0
7441,Whiteout,"$35,000,000 (estimated)","$17,976,667",5.5
7442,The Survivor,,"$219,077",6.7
7443,FBI: Most Wanted (TV Series ,,,6.9
7444,Pokémon the Movie: White - Victini and Zekrom,,"$57,082,491",5.7
7445,Mystery Date,"$10,000,000 (estimated)","$6,166,819",6.0
7446,Black Hawk Down,"$92,000,000 (estimated)","$172,989,651",7.7
7447,Black Book,"$21,000,000 (estimated)","$26,768,563",7.7
7448,Most Likely to Die,,,4.0
7449,The Horseman on the Roof,,"$1,320,043",7.0
7450,Tremors II: Aftershocks (Vide,"$4,000,000 (estimated)",,5.9
7451,The Little Foxes,,,7.9
7452,Endless Bummer,,,3.7
7453,White Boy Rick,"$29,000,000 (estimated)","$25,957,482",6.5
7454,Filantropica,,"$20,795",8.4
7455,Elvis and Anabelle,,,7.1
7456,Dangal,"₹700,000,000 (estimated)","$303,723,636",8.3
7457,The Last Survivors,,,5.3
7458,The Blues Brothers,"$27,500,000 (estimated)","$115,229,890",7.9
7459,Tully,"$13,000,000 (estimated)","$15,636,462",6.9
7460,The Little Mermaid,"$250,000,000 (estimated)","$569,626,289",7.2
7461,The Mill and the Cross,,"$1,116,180",6.9
7462,Prick Up Your Ears,,"$1,672,927",7.1
7463,The Last Unicorn,"$3,500,000 (estimated)","$6,457,117",7.3
7464,Inner Demons,,,5.2
7465,"All This, and Heaven Too","$1,370,000 (estimated)",,7.4
7466,Nameless Gangster: Rules of the Time,"₩10,000,000,000 (estimated)","$32,472,645",7.0
7467,The Prisoner of Second Avenue,,,6.7
7468,The Lost Medallion: The Adventures of Billy Stone,,"$705,854",4.9
7469,Goldfinger,"$3,000,000 (estimated)","$51,210,705",7.7
7470,Clerks,"$27,000 (estimated)","$3,151,130",7.7
7471,Sin Nombre,,"$5,102,705",7.5
7472,An Innocent Man,,"$20,047,604",6.5
7473,Sex Lives of the Potato Men,"£1,800,000 (estimated)","$1,249,135",4.6
7474,Kumkum: Ek Pyara Sa Bandhan (TV Series 200,,,2.4
7475,The People vs. George Lucas,,,6.6
7476,Bottle Rocket,"$7,000,000 (estimated)","$560,069",6.9
7477,The Road Within,,"$41,760",7.0
7478,High School Musical 3: Senior Year,"$11,000,000 (estimated)","$252,909,177",5.0
7479,Captain America: Brave New World,,,
7480,The Englishman Who Went Up a Hill But Came Down a Mountain,"$40,997,769 (estimated)","$10,904,930",6.6
7481,Creed III,"$75,000,000 (estimated)","$276,148,615",6.7
7482,Ticker,"$7,000,000 (estimated)","$379,739",3.5
7483,Preservation,,,4.8
7484,Arthur 2: On the Rocks,,"$14,681,192",4.7
7485,Clockstoppers,"$26,000,000 (estimated)","$38,793,283",5.2
7486,Bang Bang You're Dead,,,7.7
7487,The Wrecking Crew,,,5.4
7488,The Black Balloon,"A$5,000,000 (estimated)","$2,136,663",7.2
7489,A Canterbury Tale,"$650,000 (estimated)",,7.3
7490,A Song Is Born,"$2,400,000 (estimated)",,6.9
7491,Vivacious Lady,"$703,000 (estimated)",,7.1
7492,Horsehead,,,4.8
7493,"Dude, Where's My Car?","$13,000,000 (estimated)","$73,180,723",5.5
7494,Manhunt (TV Series ,,,7.2
7495,Doctor X,,"$1,294,920",6.4
7496,The World Unseen,,"$23,101",6.6
7497,Gosford Park,"$19,800,000 (estimated)","$87,754,044",7.2
7498,Thunderball,"$9,000,000 (estimated)","$63,607,066",6.9
7499,Pushing Daisies (TV Series 200,,,8.4
7500,Maximum Ride,,"$4,218",3.6
7501,A Hitman in London,,,3.9
7502,Hachi: A Dog's Tale,"$16,000,000 (estimated)","$46,749,646",8.1
7503,The Fourth Phase,,"$92,447",7.0
7504,The Ballad of Cable Hogue,"$3,716,946 (estimated)",,7.2
7505,Killer Pad,,,4.0
7506,1922,,,6.2
7507,22 Female Kottayam,"₹25,000,000 (estimated)",,7.4
7508,Red Hook Summer,,"$338,803",5.3
7509,Hoffa,"$35,000,000 (estimated)","$29,302,121",6.6
7510,Easter Parade,"$2,503,654 (estimated)",$733,7.3
7511,Pele: Birth of a Legend,,"$7,846,608",7.1
7512,"Norte, the End of History",,"$10,457",7.5
7513,And Then Came Lola,,,3.9
7514,Hearts and Minds,,"$28,754",8.2
7515,Bread & Roses,,"$1,541",8.1
7516,The Rebound,,"$21,791,288",6.3
7517,The Victim (TV Mini Serie,,,7.7
7518,The Hunter's Prayer,"$28,000,000 (estimated)","$236,820",5.6
7519,Lost in London,,"$82,002",6.1
7520,Quadrophenia,,"$2,258",7.2
7521,Thor: The Dark World,"$170,000,000 (estimated)","$644,783,140",6.8
7522,A Time to Kill,"$40,000,000 (estimated)","$152,266,007",7.5
7523,The Monkey's Mask,,"$6,831",5.1
7524,Shall We Dance?,"$50,000,000 (estimated)","$170,128,460",6.2
7525,Walk Hard: The Dewey Cox Story,"$35,000,000 (estimated)","$20,577,736",6.8
7526,Grimm (TV Series 201,,,7.9
7527,Angel and the Badman,,,6.8
7528,Muhammad: The Messenger of God,"IRR 120,000,000,000 (estimated)","$1,440,044",7.3
7529,To End All Wars,"$14,000,000 (estimated)",,6.9
7530,The Salt of the Earth,,"$5,412,466",8.4
7531,The Maze Runner,"$34,000,000 (estimated)","$348,319,861",6.8
7532,Airport 1975,"$3,000,000 (estimated)",,5.7
7533,The Recall,,"$112,357",4.1
7534,My Blind Brother,,,6.0
7535,Mandela: Long Walk to Freedom,"$35,000,000 (estimated)","$27,985,788",7.1
7536,Run All Night,"$50,000,000 (estimated)","$71,661,644",6.6
7537,Sweetwater,"$8,000,000 (estimated)","$541,633",6.0
7538,Night Nurse,"$260,000 (estimated)",,7.0
7539,Out of Exile,,"$18,692",5.1
7540,Dark City - The Cleaner (TV Series ,,,6.9
7541,Aurora Teagarden Mysteries: Something New (TV Movi,,,6.2
7542,I Confess,,$372,7.2
7543,Hollywood Homicide,"$75,000,000 (estimated)","$51,142,659",5.3
7544,Evil Dead Trap,,,6.2
7545,Escape from the Planet of the Apes,"$2,500,000 (estimated)","$12,348,905",6.3
7546,My Mom's New Boyfriend,"$17,000,000 (estimated)","$7,963,718",5.2
7547,The Fallen Idol,,"$373,185",7.6
7548,With Love... from the Age of Reason,"€8,000,000 (estimated)","$4,622,492",5.7
7549,Page 3,,,7.3
7550,Blood and Guts: A History of Surgery (TV Mini Series ,,,8.6
7551,A Countess from Hong Kong,"$3,500,000 (estimated)",,6.0
7552,A Cinderella Story: If the Shoe Fits (Vide,,,5.6
7553,A Lizard in a Woman's Skin,,,6.8
7554,The Man with the Golden Gun,"$7,000,000 (estimated)","$20,972,444",6.7
7555,Still the Water,,"$383,948",6.7
7556,The Beast Within,,"$7,742,572",5.6
7557,Fist of the North Star (TV Series 198,,,8.2
7558,The Adventures of Huck Finn,"$6,500,000 (estimated)","$24,103,594",6.2
7559,Melvin and Howard,"$7,000,000 (estimated)","$4,309,490",6.8
7560,Three Colors: White,,"$1,259,606",7.6
7561,The Life of Emile Zola,,,7.2
7562,Boo 2! A Madea Halloween,"$25,000,000 (estimated)","$48,333,932",4.0
7563,F for Fake,,"$10,206",7.7
7564,The Class of '92,"$1,250,000 (estimated)","$50,410",7.9
7565,Damsels in Distress,,"$1,314,358",5.8
7566,The Strange Woman,,,6.5
7567,Living in Oblivion,"$500,000 (estimated)","$1,111,790",7.5
7568,Field of Dreams,"$15,000,000 (estimated)","$84,431,625",7.5
7569,Harbinger Down,,"$61,036",4.6
7570,Kenny Begins,"SEK 34,000,000 (estimated)","$1,190,768",5.7
7571,Gridlocked,,,5.8
7572,Gigli,"$54,000,000 (estimated)","$7,266,209",2.6
7573,Hellboy,"$66,000,000 (estimated)","$99,378,985",6.8
7574,Annie Hall,"$4,000,000 (estimated)","$38,289,445",8.0
7575,Crazed Fruit,,,7.3
7576,Once Upon a Time in China,,"$3,826,459",7.2
7577,Nick of Time,"$33,000,000 (estimated)","$8,175,346",6.3
7578,The Princess and the Warrior,,"$1,017,667",7.4
7579,The Fighting 69th,,,6.6
7580,Anohana the Movie: The Flower We Saw That Day (Ano hi mita hana no namae wo bokutachi wa mada shiran,,"$109,630",7.3
7581,Maid in Manhattan,"$55,000,000 (estimated)","$154,906,693",5.4
7582,Appaloosa,"$20,000,000 (estimated)","$27,712,362",6.7
7583,Employee of the Month,"$12,000,000 (estimated)","$38,528,984",5.5
7584,Steamboy,"$22,000,000 (estimated)","$10,870,198",6.8
7585,Red Cliff II,"$80,000,000 (estimated)","$120,432,178",7.5
7586,The Miracle of P. Tinto,,,7.1
7587,Delhi Belly,,"$16,706,074",7.5
7588,Immoral Women,,,5.2
7589,Don't Hang Up,,"$332,571",5.5
7590,Agent Cody Banks 2: Destination London,"$26,000,000 (estimated)","$28,818,995",4.5
7591,Rembrandt,"$3,000,000 (estimated)","$59,466",6.3
7592,Family Weekend,,,6.2
7593,Carry on Cabby,,,6.4
7594,Mannequin: On the Move,"$13,000,000 (estimated)","$3,752,428",4.4
7595,The House on 92nd Street,,,6.6
7596,Berlin Blues (TV Serie,,,8.0
7597,Inside Deep Throat,"$2,000,000 (estimated)","$709,832",6.7
7598,Bad Influence,"$7,000,000 (estimated)","$12,626,043",6.3
7599,The Pursuit of Happyness,"$55,000,000 (estimated)","$307,127,625",8.0
7600,Black Sea,"£8,000,000 (estimated)","$4,070,789",6.4
7601,Child's Play,"$9,000,000 (estimated)","$44,196,684",6.7
7602,Residue (TV Mini Serie,,,6.0
7603,Brubaker,"$7,000,000 (estimated)","$37,121,708",7.1
7604,Evilspeak,"$900,000 (estimated)",,5.6
7605,My Name Is Lenny,"$10,000,000 (estimated)",$435,6.0
7606,Hombre,"$5,860,000 (estimated)",,7.4
7607,Teaching Mrs. Tingle,"$13,000,000 (estimated)","$8,951,935",5.3
7608,Silent Hill: Revelation,"$20,000,000 (estimated)","$55,362,705",4.9
7609,"Kiss Me, Guido","$740,000 (estimated)","$1,918,497",6.0
7610,Ab Tumhare Hawale Watan Saathiyo,,"$2,540,505",4.4
7611,Viva Zapata!,"$1,800,000 (estimated)",,7.3
7612,Revenge of the Pink Panther,"$12,000,000 (estimated)","$49,579,269",6.6
7613,The Return of the Tall Blond Man,,,6.6
7614,My Best Friend's Girl,"$20,000,000 (estimated)","$41,624,687",5.8
7615,What We Do in the Shadows (TV Series 201,,,8.6
7616,Avicii: True Stories,,"$3,887",7.6
7617,Kadhalil Sodhappuvadhu Yeppadi,"₹70,000,000 (estimated)","$6,558",7.1
7618,Wiener-Dog,,"$734,729",5.9
7619,Battle in Seattle,"$8,000,000 (estimated)","$908,847",6.6
7620,The Secret Garden,"$18,000,000 (estimated)","$31,181,347",7.3
7621,"Silent Night, Deadly Night","$1,065,000 (estimated)","$2,491,460",5.8
7622,Fast Company,"CA$1,200,000 (estimated)",,5.4
7623,Law & Order: Special Victims Unit (TV Series ,,,8.1
7624,The Black Windmill,"$1,500,000 (estimated)",,6.3
7625,The Ballad of Jack and Rose,"$1,500,000 (estimated)","$916,051",6.5
7626,Far Cry 6 (Video Gam,,,7.3
7627,Rurouni Kenshin Part II: Kyoto Inferno,,"$52,696,176",7.5
7628,The Chosen One (TV Series ,,,5.7
7629,Bad Girls,"$25,000,000 (estimated)","$15,240,435",5.2
7630,Eye of the Devil,"$3,000,000 (estimated)",,6.1
7631,A Secret Promise,"$5,000,000 (estimated)","$39,493",5.3
7632,Cheerful Weather for the Wedding,,"$170,922",5.6
7633,Paris Can Wait,"$5,000,000 (estimated)","$13,203,541",5.8
7634,Hitman: Agent 47,"$35,000,000 (estimated)","$82,347,656",5.7
7635,Nothing Left to Fear,"$3,000,000 (estimated)","$1,675,381",4.4
7636,The Face Reader,,"$61,559,184",6.8
7637,Smiling Friends (TV Series ,,,8.5
7638,Synchronic,"$4,000,000 (estimated)","$1,483,731",6.2
7639,Barbershop,"$12,000,000 (estimated)","$77,063,924",6.3
7640,Toy Story 3,"$200,000,000 (estimated)","$1,067,316,101",8.3
7641,Sonic the Hedgehog 3,,,
7642,Helen of Troy (TV Mini Serie,,,6.2
7643,Topsy-Turvy,"£10,000,000 (estimated)","$7,804,349",7.3
7644,The Happy Prince,,"$2,621,992",6.3
7645,Anatomy of a Love Seen,,,4.7
7646,Mr. Baseball,"$40,000,000 (estimated)","$20,883,046",6.0
7647,ABCs of Death 2,,"$7,171",5.4
7648,Paddington,"$55,000,000 (estimated)","$282,463,312",7.3
7649,Double Trouble,,,7.1
7650,The Three Musketeers - Part I: D'Artagnan,"€36,000,000 (estimated)","$31,843,086",6.7
7651,Don't Look in the Basement,"$100,000 (estimated)",,4.9
7652,Unhook the Stars,,"$272,542",6.5
7653,Tim's Vermeer,,"$1,686,917",7.8
7654,10 Things I Hate About You,"$30,000,000 (estimated)","$53,685,286",7.3
7655,Bone Dry,"$5,000,000 (estimated)",,5.4
7656,Whitewash,,,5.8
7657,Compulsion,"$2,000,000 (estimated)",,3.8
7658,The Croods: Family Tree (TV Series ,,,6.8
7659,Love Potion No. 9,,"$754,935",5.7
7660,Let the Fire Burn,,"$64,489",7.9
7661,Africa United,"$4,000,000 (estimated)","$1,207,592",6.5
7662,Any Which Way You Can,"$15,000,000 (estimated)","$70,687,344",6.1
7663,The Pick-up Artist,"$15,000,000 (estimated)","$13,290,368",5.3
7664,Hands Over the City,,$328,7.6
7665,Bad Moms,"$20,000,000 (estimated)","$183,936,074",6.2
7666,Laura,"$1,020,000 (estimated)",$151,7.9
7667,Prisoners of the Sun,"$18,000,000 (estimated)",,3.7
7668,Jaws 3-D,"$20,500,000 (estimated)","$87,987,055",3.7
7669,Paris-Manhattan,,"$3,031,682",6.1
7670,No Such Thing,,"$62,703",6.0
7671,Team America: World Police,"$32,000,000 (estimated)","$50,826,898",7.2
7672,Restless Natives,,,6.8
7673,Big Wednesday,"$11,000,000 (estimated)",,7.1
7674,Unforgiven,"$14,400,000 (estimated)","$159,167,799",8.2
7675,The Sea of Grass,"$2,349,000 (estimated)",,6.3
7676,The Blind Swordsman: Zatoichi,,"$34,196,922",7.5
7677,Twin Peaks: The Missing Pieces,,,7.6
7678,Rambling Rose,"$7,500,000 (estimated)","$6,266,621",6.6
7679,Beverly Hills Chihuahua,"$20,000,000 (estimated)","$149,292,488",3.9
7680,9-1-1: Lone Star (TV Series ,,,7.3
7681,Oyster Farmer,,"$1,801,199",6.5
7682,Harry Potter and the Half-Blood Prince,"$250,000,000 (estimated)","$934,866,317",7.6
7683,Father of the Bride Part II,"$30,000,000 (estimated)","$76,594,107",6.1
7684,99 Moons,,"$10,748",5.0
7685,The Legend of Hercules,"$70,000,000 (estimated)","$61,279,452",4.2
7686,Thir13en Ghosts,"$42,000,000 (estimated)","$68,467,960",5.6
7687,The Zero Theorem,"$8,500,000 (estimated)","$1,486,506",6.0
7688,"Kiss Me, Stupid","$3,500,000 (estimated)","$8,869",6.9
7689,Saturday Night Fever,"$3,000,000 (estimated)","$237,113,184",6.8
7690,120 BPM,"€5,383,899 (estimated)","$7,704,369",7.4
7691,Batman: Mask of the Phantasm,"$6,000,000 (estimated)","$5,848,204",7.8
7692,Without Warning,"$150,000 (estimated)",,5.1
7693,Black Mirror (TV Series ,,,8.7
7694,The Krays,,"$2,060,847",6.6
7695,The First Day of the Rest of Your Life,,"$13,247,396",7.6
7696,The Taste of Tea,,"$21,324",7.6
7697,Choke,"$3,000,000 (estimated)","$3,982,459",6.4
7698,Commando,"$10,000,000 (estimated)","$57,491,000",6.7
7699,Pornopung,"NOK 10,600,000 (estimated)","$649,029",6.0
7700,Last Chance Harvey,,"$32,568,427",6.6
7701,This Is the End,"$32,000,000 (estimated)","$126,041,322",6.6
7702,Immortals,"$75,000,000 (estimated)","$226,904,017",6.0
7703,Yellow Submarine,"£250,000 (estimated)","$1,273,261",7.4
7704,A Free Soul,"$529,000 (estimated)",,6.6
7705,The Wrath of Vajra,"CN¥100,000,000 (estimated)","$1,872,903",5.7
7706,The Young Americans,"$3,000,000 (estimated)",,5.7
7707,The Curse of Sleeping Beauty,,"$96,881",4.3
7708,Terror Train,"$3,500,000 (estimated)",,5.8
7709,Nurse Betty,"$35,000,000 (estimated)","$29,364,989",6.3
7710,White Frog,,,6.8
7711,Cousinhood,,"$5,552,832",6.6
7712,Dabangg 2,"₹450,000,000 (estimated)","$4,216,988",4.8
7713,Band of Angels,,$315,6.5
7714,Herod's Law,,"$52,000",7.8
7715,The Expendables 4,"$100,000,000 (estimated)","$37,917,985",4.8
7716,Cosmos: Possible Worlds (TV Mini Serie,,,9.0
7717,The Dick Van Dyke Show (TV Series 196,,,8.4
7718,Swiss Army Man,"$3,000,000 (estimated)","$4,935,501",6.9
7719,Mumbai Meri Jaan,"₹80,000,000 (estimated)","$1,203,043",7.7
7720,Miss Oyu,,"$5,020",7.4
7721,Random Hearts,"$64,000,000 (estimated)","$74,608,570",5.3
7722,English Vinglish,,"$10,299,150",7.8
7723,The Karate Kid,"$8,000,000 (estimated)","$91,121,582",7.3
7724,Teen Maar,,"₹170,400,000",5.6
7725,Burn Notice (TV Series 200,,,8.0
7726,One Piece: Strong World,,"$49,271,461",7.5
7727,The Best Man Holiday,"$17,000,000 (estimated)","$72,835,710",6.6
7728,A Band Called Death,,"$127,257",7.5
7729,It Happens Every Spring,,,6.8
7730,A Journey to the Beginning of Time,,,7.1
